CharacterName,Bond,Stat1,Value1,Stat2,Value2
Cherino,39,Attack,96,HP,1015
Cherino,40,Attack,98,HP,1035
Cherino,41,Attack,101,HP,1069
Cherino,42,Attack,104,HP,1103
Cherino,43,Attack,107,HP,1137
Cherino,44,Attack,110,HP,1171
Cherino,45,Attack,113,HP,1205
Cherino,46,Attack,116,HP,1239
Cherino,47,Attack,119,HP,1273
Cherino,48,Attack,122,HP,1307
Cherino,49,Attack,125,HP,1341
Cherino,50,Attack,128,HP,1375
Cherino (onsen),2,Attack,2,HP,0
Cherino (onsen),3,Attack,4,HP,0
Cherino (onsen),4,Attack,6,HP,0
Cherino (onsen),5,Attack,8,HP,0
Cherino (onsen),6,Attack,11,HP,0
Cherino (onsen),7,Attack,14,HP,0
Cherino (onsen),8,Attack,17,HP,0
Cherino (onsen),9,Attack,20,HP,0
Cherino (onsen),10,Attack,23,HP,0
Cherino (onsen),11,Attack,27,HP,42
Cherino (onsen),12,Attack,31,HP,84
Cherino (onsen),13,Attack,35,HP,126
Cherino (onsen),14,Attack,39,HP,168
Cherino (onsen),15,Attack,43,HP,210
Cherino (onsen),16,Attack,48,HP,260
Cherino (onsen),17,Attack,53,HP,310
Cherino (onsen),18,Attack,58,HP,360
Cherino (onsen),19,Attack,63,HP,410
Cherino (onsen),20,Attack,68,HP,460
Cherino (onsen),21,Attack,69,HP,469
Cherino (onsen),22,Attack,70,HP,478
Cherino (onsen),23,Attack,71,HP,487
Cherino (onsen),24,Attack,72,HP,496
Cherino (onsen),25,Attack,73,HP,505
Cherino (onsen),26,Attack,74,HP,514
Cherino (onsen),27,Attack,75,HP,523
Cherino (onsen),28,Attack,76,HP,532
Cherino (onsen),29,Attack,77,HP,541
Cherino (onsen),30,Attack,78,HP,550
Cherino (onsen),31,Attack,80,HP,563
Cherino (onsen),32,Attack,82,HP,576
Cherino (onsen),33,Attack,84,HP,589
Cherino (onsen),34,Attack,86,HP,602
Cherino (onsen),35,Attack,88,HP,615
Cherino (onsen),36,Attack,90,HP,628
Cherino (onsen),37,Attack,92,HP,641
Cherino (onsen),38,Attack,94,HP,654
Cherino (onsen),39,Attack,96,HP,667
Cherino (onsen),40,Attack,98,HP,680
Cherino (onsen),41,Attack,101,HP,702
Cherino (onsen),42,Attack,104,HP,724
Cherino (onsen),43,Attack,107,HP,746
Cherino (onsen),44,Attack,110,HP,768
Cherino (onsen),45,Attack,113,HP,790
Cherino (onsen),46,Attack,116,HP,812
Cherino (onsen),47,Attack,119,HP,834
Cherino (onsen),48,Attack,122,HP,856
Cherino (onsen),49,Attack,125,HP,878
Cherino (onsen),50,Attack,128,HP,900
Chihiro,2,Attack,3,HP,0
Chihiro,3,Attack,6,HP,0
Chihiro,4,Attack,9,HP,0
Chihiro,5,Attack,12,HP,0
Chihiro,6,Attack,16,HP,0
Chihiro,7,Attack,20,HP,0
Chihiro,8,Attack,24,HP,0
Chihiro,9,Attack,28,HP,0
Chihiro,10,Attack,32,HP,0
Chihiro,11,Attack,37,HP,42
Chihiro,12,Attack,42,HP,84
Chihiro,13,Attack,47,HP,126
Chihiro,14,Attack,52,HP,168
Chihiro,15,Attack,57,HP,210
Chihiro,16,Attack,64,HP,260
Chihiro,17,Attack,71,HP,310
Chihiro,18,Attack,78,HP,360
Chihiro,19,Attack,85,HP,410
Chihiro,20,Attack,92,HP,460
Chihiro,21,Attack,94,HP,469
Chihiro,22,Attack,96,HP,478
Chihiro,23,Attack,98,HP,487
Chihiro,24,Attack,100,HP,496
Chihiro,25,Attack,102,HP,505
Chihiro,26,Attack,104,HP,514
Chihiro,27,Attack,106,HP,523
Chihiro,28,Attack,108,HP,532
Chihiro,29,Attack,110,HP,541
Chihiro,30,Attack,112,HP,550
Chihiro,31,Attack,115,HP,563
Chihiro,32,Attack,118,HP,576
Chihiro,33,Attack,121,HP,589
Chihiro,34,Attack,124,HP,602
Chihiro,35,Attack,127,HP,615
Chihiro,36,Attack,130,HP,628
Chihiro,37,Attack,133,HP,641
Chihiro,38,Attack,136,HP,654
Chihiro,39,Attack,139,HP,667
Chihiro,40,Attack,142,HP,680
Chihiro,41,Attack,146,HP,702
Chihiro,42,Attack,150,HP,724
Chihiro,43,Attack,154,HP,746
Chihiro,44,Attack,158,HP,768
Chihiro,45,Attack,162,HP,790
Chihiro,46,Attack,166,HP,812
Chihiro,47,Attack,170,HP,834
Chihiro,48,Attack,174,HP,856
Chihiro,49,Attack,178,HP,878
Chihiro,50,Attack,182,HP,900
Chinatsu,2,Healing,7,HP,0
Chinatsu,3,Healing,14,HP,0
Chinatsu,4,Healing,21,HP,0
Chinatsu,5,Healing,28,HP,0
Chinatsu,6,Healing,39,HP,0
Chinatsu,7,Healing,50,HP,0
Chinatsu,8,Healing,61,HP,0
Chinatsu,9,Healing,72,HP,0
Chinatsu,10,Healing,83,HP,0
Chinatsu,11,Healing,97,HP,47
Chinatsu,12,Healing,111,HP,94
Chinatsu,13,Healing,125,HP,141
Chinatsu,14,Healing,139,HP,188
Chinatsu,15,Healing,153,HP,235
Chinatsu,16,Healing,171,HP,292
Chinatsu,17,Healing,189,HP,349
Chinatsu,18,Healing,207,HP,406
Chinatsu,19,Healing,225,HP,463
Chinatsu,20,Healing,243,HP,520
Chinatsu,21,Healing,248,HP,530
Chinatsu,22,Healing,253,HP,540
Chinatsu,23,Healing,258,HP,550
Chinatsu,24,Healing,263,HP,560
Chinatsu,25,Healing,268,HP,570
Chinatsu,26,Healing,273,HP,580
Chinatsu,27,Healing,278,HP,590
Chinatsu,28,Healing,283,HP,600
Chinatsu,29,Healing,288,HP,610
Chinatsu,30,Healing,293,HP,620
Chinatsu,31,Healing,300,HP,635
Chinatsu,32,Healing,307,HP,650
Chinatsu,33,Healing,314,HP,665
Chinatsu,34,Healing,321,HP,680
Chinatsu,35,Healing,328,HP,695
Chinatsu,36,Healing,335,HP,710
Chinatsu,37,Healing,342,HP,725
Chinatsu,38,Healing,349,HP,740
Chinatsu,39,Healing,356,HP,755
Chinatsu,40,Healing,363,HP,770
Chinatsu,41,Healing,375,HP,795
Chinatsu,42,Healing,387,HP,820
Chinatsu,43,Healing,399,HP,845
Chinatsu,44,Healing,411,HP,870
Chinatsu,45,Healing,423,HP,895
Chinatsu,46,Healing,435,HP,920
Chinatsu,47,Healing,447,HP,945
Chinatsu,48,Healing,459,HP,970
Chinatsu,49,Healing,471,HP,995
Chinatsu,50,Healing,483,HP,1020
Chinatsu (onsen),2,Attack,1,Healing,0
Chinatsu (onsen),3,Attack,2,Healing,0
Chinatsu (onsen),4,Attack,3,Healing,0
Chinatsu (onsen),5,Attack,4,Healing,0
Chinatsu (onsen),6,Attack,6,Healing,0
Chinatsu (onsen),7,Attack,8,Healing,0
Chinatsu (onsen),8,Attack,10,Healing,0
Chinatsu (onsen),9,Attack,12,Healing,0
Chinatsu (onsen),10,Attack,14,Healing,0
Chinatsu (onsen),11,Attack,16,Healing,12
Chinatsu (onsen),12,Attack,18,Healing,24
Chinatsu (onsen),13,Attack,20,Healing,36
Chinatsu (onsen),14,Attack,22,Healing,48
Chinatsu (onsen),15,Attack,24,Healing,60
Chinatsu (onsen),16,Attack,27,Healing,74
Chinatsu (onsen),17,Attack,30,Healing,88
Chinatsu (onsen),18,Attack,33,Healing,102
Chinatsu (onsen),19,Attack,36,Healing,116
Chinatsu (onsen),20,Attack,39,Healing,130
Chinatsu (onsen),21,Attack,40,Healing,132
Chinatsu (onsen),22,Attack,41,Healing,134
Chinatsu (onsen),23,Attack,42,Healing,136
Chinatsu (onsen),24,Attack,43,Healing,138
Chinatsu (onsen),25,Attack,44,Healing,140
Chinatsu (onsen),26,Attack,45,Healing,142
Chinatsu (onsen),27,Attack,46,Healing,144
Chinatsu (onsen),28,Attack,47,Healing,146
Chinatsu (onsen),29,Attack,48,Healing,148
Chinatsu (onsen),30,Attack,49,Healing,150
Chinatsu (onsen),31,Attack,50,Healing,154
Chinatsu (onsen),32,Attack,51,Healing,158
Chinatsu (onsen),33,Attack,52,Healing,162
Chinatsu (onsen),34,Attack,53,Healing,166
Chinatsu (onsen),35,Attack,54,Healing,170
Chinatsu (onsen),36,Attack,55,Healing,174
Chinatsu (onsen),37,Attack,56,Healing,178
Chinatsu (onsen),38,Attack,57,Healing,182
Chinatsu (onsen),39,Attack,58,Healing,186
Chinatsu (onsen),40,Attack,59,Healing,190
Chinatsu (onsen),41,Attack,61,Healing,196
Chinatsu (onsen),42,Attack,63,Healing,202
Chinatsu (onsen),43,Attack,65,Healing,208
Chinatsu (onsen),44,Attack,67,Healing,214
Chinatsu (onsen),45,Attack,69,Healing,220
Chinatsu (onsen),46,Attack,71,Healing,226
Chinatsu (onsen),47,Attack,73,Healing,232
Chinatsu (onsen),48,Attack,75,Healing,238
Chinatsu (onsen),49,Attack,77,Healing,244
Chinatsu (onsen),50,Attack,79,Healing,250
Chise,2,Attack,2,HP,0
Chise,3,Attack,4,HP,0
Chise,4,Attack,6,HP,0
Chise,5,Attack,8,HP,0
Chise,6,Attack,11,HP,0
Chise,7,Attack,14,HP,0
Chise,8,Attack,17,HP,0
Chise,9,Attack,20,HP,0
Chise,10,Attack,23,HP,0
Chise,11,Attack,27,HP,57
Chise,12,Attack,31,HP,114
Chise,13,Attack,35,HP,171
Chise,14,Attack,39,HP,228
Chise,15,Attack,43,HP,285
Chise,16,Attack,49,HP,353
Chise,17,Attack,55,HP,421
Chise,18,Attack,61,HP,489
Chise,19,Attack,67,HP,557
Chise,20,Attack,73,HP,625
Chise,21,Attack,74,HP,637
Chise,22,Attack,75,HP,649
Chise,23,Attack,76,HP,661
Chise,24,Attack,77,HP,673
Chise,25,Attack,78,HP,685
Chise,26,Attack,79,HP,697
Chise,27,Attack,80,HP,709
Chise,28,Attack,81,HP,721
Chise,29,Attack,82,HP,733
Chise,30,Attack,83,HP,745
Chise,31,Attack,85,HP,763
Chise,32,Attack,87,HP,781
Chise,33,Attack,89,HP,799
Chise,34,Attack,91,HP,817
Chise,35,Attack,93,HP,835
Chise,36,Attack,95,HP,853
Chise,37,Attack,97,HP,871
Chise,38,Attack,99,HP,889
Chise,39,Attack,101,HP,907
Chise,40,Attack,103,HP,925
Chise,41,Attack,106,HP,955
Chise,42,Attack,109,HP,985
Chise,43,Attack,112,HP,1015
Chise,44,Attack,115,HP,1045
Chise,45,Attack,118,HP,1075
Chise,46,Attack,121,HP,1105
Chise,47,Attack,124,HP,1135
Chise,48,Attack,127,HP,1165
Chise,49,Attack,130,HP,1195
Chise,50,Attack,133,HP,1225
Chise (swimsuit),2,Attack,2,HP,0
Chise (swimsuit),3,Attack,4,HP,0
Chise (swimsuit),4,Attack,6,HP,0
Chise (swimsuit),5,Attack,8,HP,0
Chise (swimsuit),6,Attack,11,HP,0
Chise (swimsuit),7,Attack,14,HP,0
Chise (swimsuit),8,Attack,17,HP,0
Chise (swimsuit),9,Attack,20,HP,0
Chise (swimsuit),10,Attack,23,HP,0
Chise (swimsuit),11,Attack,28,HP,55
Chise (swimsuit),12,Attack,33,HP,110
Chise (swimsuit),13,Attack,38,HP,165
Chise (swimsuit),14,Attack,43,HP,220
Chise (swimsuit),15,Attack,48,HP,275
Chise (swimsuit),16,Attack,54,HP,341
Chise (swimsuit),17,Attack,60,HP,407
Chise (swimsuit),18,Attack,66,HP,473
Chise (swimsuit),19,Attack,72,HP,539
Chise (swimsuit),20,Attack,78,HP,605
Chise (swimsuit),21,Attack,79,HP,617
Chise (swimsuit),22,Attack,80,HP,629
Chise (swimsuit),23,Attack,81,HP,641
Chise (swimsuit),24,Attack,82,HP,653
Chise (swimsuit),25,Attack,83,HP,665
Chise (swimsuit),26,Attack,84,HP,677
Chise (swimsuit),27,Attack,85,HP,689
Chise (swimsuit),28,Attack,86,HP,701
Chise (swimsuit),29,Attack,87,HP,713
Chise (swimsuit),30,Attack,88,HP,725
Chise (swimsuit),31,Attack,90,HP,742
Chise (swimsuit),32,Attack,92,HP,759
Chise (swimsuit),33,Attack,94,HP,776
Chise (swimsuit),34,Attack,96,HP,793
Chise (swimsuit),35,Attack,98,HP,810
Chise (swimsuit),36,Attack,100,HP,827
Chise (swimsuit),37,Attack,102,HP,844
Chise (swimsuit),38,Attack,104,HP,861
Chise (swimsuit),39,Attack,106,HP,878
Chise (swimsuit),40,Attack,108,HP,895
Chise (swimsuit),41,Attack,112,HP,924
Chise (swimsuit),42,Attack,116,HP,953
Chise (swimsuit),43,Attack,120,HP,982
Chise (swimsuit),44,Attack,124,HP,1011
Chise (swimsuit),45,Attack,128,HP,1040
Chise (swimsuit),46,Attack,132,HP,1069
Chise (swimsuit),47,Attack,136,HP,1098
Chise (swimsuit),48,Attack,140,HP,1127
Chise (swimsuit),49,Attack,144,HP,1156
Chise (swimsuit),50,Attack,148,HP,1185
Eimi,2,Defence,1,HP,0
Eimi,3,Defence,2,HP,0
Eimi,4,Defence,3,HP,0
Eimi,5,Defence,4,HP,0
Eimi,6,Defence,6,HP,0
Eimi,7,Defence,8,HP,0
Eimi,8,Defence,10,HP,0
Eimi,9,Defence,12,HP,0
Eimi,10,Defence,14,HP,0
Eimi,11,Defence,16,HP,128
Eimi,12,Defence,18,HP,256
Eimi,13,Defence,20,HP,384
Eimi,14,Defence,22,HP,512
Eimi,15,Defence,24,HP,640
Eimi,16,Defence,27,HP,793
Eimi,17,Defence,30,HP,946
Eimi,18,Defence,33,HP,1099
Eimi,19,Defence,36,HP,1252
Eimi,20,Defence,39,HP,1405
Eimi,21,Defence,40,HP,1432
Eimi,22,Defence,41,HP,1459
Eimi,23,Defence,42,HP,1486
Eimi,24,Defence,43,HP,1513
Eimi,25,Defence,44,HP,1540
Eimi,26,Defence,45,HP,1567
Eimi,27,Defence,46,HP,1594
Eimi,28,Defence,47,HP,1621
Eimi,29,Defence,48,HP,1648
Eimi,30,Defence,49,HP,1675
Eimi,31,Defence,50,HP,1715
Eimi,32,Defence,51,HP,1755
Eimi,33,Defence,52,HP,1795
Eimi,34,Defence,53,HP,1835
Eimi,35,Defence,54,HP,1875
Eimi,36,Defence,55,HP,1915
Eimi,37,Defence,56,HP,1955
Eimi,38,Defence,57,HP,1995
Eimi,39,Defence,58,HP,2035
Eimi,40,Defence,59,HP,2075
Eimi,41,Defence,61,HP,2142
Eimi,42,Defence,63,HP,2209
Eimi,43,Defence,65,HP,2276
Eimi,44,Defence,67,HP,2343
Eimi,45,Defence,69,HP,2410
Eimi,46,Defence,71,HP,2477
Eimi,47,Defence,73,HP,2544
Eimi,48,Defence,75,HP,2611
Eimi,49,Defence,77,HP,2678
Eimi,50,Defence,79,HP,2745
Fubuki,2,Attack,2,HP,0
Fubuki,3,Attack,4,HP,0
Fubuki,4,Attack,6,HP,0
Fubuki,5,Attack,8,HP,0
Fubuki,6,Attack,12,HP,0
Fubuki,7,Attack,16,HP,0
Fubuki,8,Attack,20,HP,0
Fubuki,9,Attack,24,HP,0
Fubuki,10,Attack,28,HP,0
Fubuki,11,Attack,33,HP,48
Fubuki,12,Attack,38,HP,96
Fubuki,13,Attack,43,HP,144
Fubuki,14,Attack,48,HP,192
Fubuki,15,Attack,53,HP,240
Fubuki,16,Attack,59,HP,298
Fubuki,17,Attack,65,HP,356
Fubuki,18,Attack,71,HP,414
Fubuki,19,Attack,77,HP,472
Fubuki,20,Attack,83,HP,530
Fubuki,21,Attack,85,HP,540
Fubuki,22,Attack,87,HP,550
Fubuki,23,Attack,89,HP,560
Fubuki,24,Attack,91,HP,570
Fubuki,25,Attack,93,HP,580
Fubuki,26,Attack,95,HP,590
Fubuki,27,Attack,97,HP,600
Fubuki,28,Attack,99,HP,610
Fubuki,29,Attack,101,HP,620
Fubuki,30,Attack,103,HP,630
Fubuki,31,Attack,105,HP,645
Fubuki,32,Attack,107,HP,660
Fubuki,33,Attack,109,HP,675
Fubuki,34,Attack,111,HP,690
Fubuki,35,Attack,113,HP,705
Fubuki,36,Attack,115,HP,720
Fubuki,37,Attack,117,HP,735
Fubuki,38,Attack,119,HP,750
Fubuki,39,Attack,121,HP,765
Fubuki,40,Attack,123,HP,780
Fubuki,41,Attack,127,HP,805
Fubuki,42,Attack,131,HP,830
Fubuki,43,Attack,135,HP,855
Fubuki,44,Attack,139,HP,880
Fubuki,45,Attack,143,HP,905
Fubuki,46,Attack,147,HP,930
Fubuki,47,Attack,151,HP,955
Fubuki,48,Attack,155,HP,980
Fubuki,49,Attack,159,HP,1005
Fubuki,50,Attack,163,HP,1030
Fuuka,2,Healing,7,HP,0
Fuuka,3,Healing,14,HP,0
Fuuka,4,Healing,21,HP,0
Fuuka,5,Healing,28,HP,0
Fuuka,6,Healing,39,HP,0
Fuuka,7,Healing,50,HP,0
Fuuka,8,Healing,61,HP,0
Fuuka,9,Healing,72,HP,0
Fuuka,10,Healing,83,HP,0
Fuuka,11,Healing,97,HP,48
Fuuka,12,Healing,111,HP,96
Fuuka,13,Healing,125,HP,144
Fuuka,14,Healing,139,HP,192
Fuuka,15,Healing,153,HP,240
Fuuka,16,Healing,171,HP,297
Fuuka,17,Healing,189,HP,354
Fuuka,18,Healing,207,HP,411
Fuuka,19,Healing,225,HP,468
Fuuka,20,Healing,243,HP,525
Fuuka,21,Healing,248,HP,535
Fuuka,22,Healing,253,HP,545
Fuuka,23,Healing,258,HP,555
Fuuka,24,Healing,263,HP,565
Fuuka,25,Healing,268,HP,575
Fuuka,26,Healing,273,HP,585
Fuuka,27,Healing,278,HP,595
Fuuka,28,Healing,283,HP,605
Fuuka,29,Healing,288,HP,615
Fuuka,30,Healing,293,HP,625
Fuuka,31,Healing,300,HP,640
Fuuka,32,Healing,307,HP,655
Fuuka,33,Healing,314,HP,670
Fuuka,34,Healing,321,HP,685
Fuuka,35,Healing,328,HP,700
Fuuka,36,Healing,335,HP,715
Fuuka,37,Healing,342,HP,730
Fuuka,38,Healing,349,HP,745
Fuuka,39,Healing,356,HP,760
Fuuka,40,Healing,363,HP,775
Fuuka,41,Healing,375,HP,800
Fuuka,42,Healing,387,HP,825
Fuuka,43,Healing,399,HP,850
Fuuka,44,Healing,411,HP,875
Fuuka,45,Healing,423,HP,900
Fuuka,46,Healing,435,HP,925
Fuuka,47,Healing,447,HP,950
Fuuka,48,Healing,459,HP,975
Fuuka,49,Healing,471,HP,1000
Fuuka,50,Healing,483,HP,1025
Hanae,2,Healing,7,HP,0
Hanae,3,Healing,14,HP,0
Hanae,4,Healing,21,HP,0
Hanae,5,Healing,28,HP,0
Hanae,6,Healing,39,HP,0
Hanae,7,Healing,50,HP,0
Hanae,8,Healing,61,HP,0
Hanae,9,Healing,72,HP,0
Hanae,10,Healing,83,HP,0
Hanae,11,Healing,97,HP,48
Hanae,12,Healing,111,HP,96
Hanae,13,Healing,125,HP,144
Hanae,14,Healing,139,HP,192
Hanae,15,Healing,153,HP,240
Hanae,16,Healing,171,HP,297
Hanae,17,Healing,189,HP,354
Hanae,18,Healing,207,HP,411
Hanae,19,Healing,225,HP,468
Hanae,20,Healing,243,HP,525
Hanae,21,Healing,248,HP,535
Hanae,22,Healing,253,HP,545
Hanae,23,Healing,258,HP,555
Hanae,24,Healing,263,HP,565
Hanae,25,Healing,268,HP,575
Hanae,26,Healing,273,HP,585
Hanae,27,Healing,278,HP,595
Hanae,28,Healing,283,HP,605
Hanae,29,Healing,288,HP,615
Hanae,30,Healing,293,HP,625
Hanae,31,Healing,300,HP,640
Hanae,32,Healing,307,HP,655
Hanae,33,Healing,314,HP,670
Hanae,34,Healing,321,HP,685
Hanae,35,Healing,328,HP,700
Hanae,36,Healing,335,HP,715
Hanae,37,Healing,342,HP,730
Hanae,38,Healing,349,HP,745
Hanae,39,Healing,356,HP,760
Hanae,40,Healing,363,HP,775
Hanae,41,Healing,375,HP,800
Hanae,42,Healing,387,HP,825
Hanae,43,Healing,399,HP,850
Hanae,44,Healing,411,HP,875
Hanae,45,Healing,423,HP,900
Hanae,46,Healing,435,HP,925
Hanae,47,Healing,447,HP,950
Hanae,48,Healing,459,HP,975
Hanae,49,Healing,471,HP,1000
Hanae,50,Healing,483,HP,1025
Hanako,2,Healing,7,HP,0
Hanako,3,Healing,14,HP,0
Hanako,4,Healing,21,HP,0
Hanako,5,Healing,28,HP,0
Hanako,6,Healing,39,HP,0
Hanako,7,Healing,50,HP,0
Hanako,8,Healing,61,HP,0
Hanako,9,Healing,72,HP,0
Hanako,10,Healing,83,HP,0
Hanako,11,Healing,97,HP,47
Hanako,12,Healing,111,HP,94
Hanako,13,Healing,125,HP,141
Hanako,14,Healing,139,HP,188
Hanako,15,Healing,153,HP,235
Hanako,16,Healing,171,HP,292
Hanako,17,Healing,189,HP,349
Hanako,18,Healing,207,HP,406
Hanako,19,Healing,225,HP,463
Hanako,20,Healing,243,HP,520
Hanako,21,Healing,248,HP,530
Hanako,22,Healing,253,HP,540
Hanako,23,Healing,258,HP,550
Hanako,24,Healing,263,HP,560
Hanako,25,Healing,268,HP,570
Hanako,26,Healing,273,HP,580
Hanako,27,Healing,278,HP,590
Hanako,28,Healing,283,HP,600
Hanako,29,Healing,288,HP,610
Hanako,30,Healing,293,HP,620
Hanako,31,Healing,300,HP,635
Hanako,32,Healing,307,HP,650
Hanako,33,Healing,314,HP,665
Hanako,34,Healing,321,HP,680
Hanako,35,Healing,328,HP,695
Hanako,36,Healing,335,HP,710
Hanako,37,Healing,342,HP,725
Hanako,38,Healing,349,HP,740
Hanako,39,Healing,356,HP,755
Hanako,40,Healing,363,HP,770
Hanako,41,Healing,375,HP,795
Hanako,42,Healing,387,HP,820
Hanako,43,Healing,399,HP,845
Hanako,44,Healing,411,HP,870
Hanako,45,Healing,423,HP,895
Hanako,46,Healing,435,HP,920
Hanako,47,Healing,447,HP,945
Hanako,48,Healing,459,HP,970
Hanako,49,Healing,471,HP,995
Hanako,50,Healing,483,HP,1020
Hare,2,Attack,2,HP,0
Hare,3,Attack,4,HP,0
Hare,4,Attack,6,HP,0
Hare,5,Attack,8,HP,0
Hare,6,Attack,11,HP,0
Hare,7,Attack,14,HP,0
Hare,8,Attack,17,HP,0
Hare,9,Attack,20,HP,0
Hare,10,Attack,23,HP,0
Hare,11,Attack,27,HP,41
Hare,12,Attack,31,HP,82
Hare,13,Attack,35,HP,123
Hare,14,Attack,39,HP,164
Hare,15,Attack,43,HP,205
Hare,16,Attack,48,HP,254
Hare,17,Attack,53,HP,303
Hare,18,Attack,58,HP,352
Hare,19,Attack,63,HP,401
Hare,20,Attack,68,HP,450
Hare,21,Attack,69,HP,459
Hare,22,Attack,70,HP,468
Hare,23,Attack,71,HP,477
Hare,24,Attack,72,HP,486
Hare,25,Attack,73,HP,495
Hare,26,Attack,74,HP,504
Hare,27,Attack,75,HP,513
Hare,28,Attack,76,HP,522
Hare,29,Attack,77,HP,531
Hare,30,Attack,78,HP,540
Hare,31,Attack,80,HP,553
Hare,32,Attack,82,HP,566
Hare,33,Attack,84,HP,579
Hare,34,Attack,86,HP,592
Hare,35,Attack,88,HP,605
Hare,36,Attack,90,HP,618
Hare,37,Attack,92,HP,631
Hare,38,Attack,94,HP,644
Hare,39,Attack,96,HP,657
Hare,40,Attack,98,HP,670
Hare,41,Attack,101,HP,691
Hare,42,Attack,104,HP,712
Hare,43,Attack,107,HP,733
Hare,44,Attack,110,HP,754
Hare,45,Attack,113,HP,775
Hare,46,Attack,116,HP,796
Hare,47,Attack,119,HP,817
Hare,48,Attack,122,HP,838
Hare,49,Attack,125,HP,859
Hare,50,Attack,128,HP,880
Haruka,2,Attack,1,HP,0
Haruka,3,Attack,2,HP,0
Haruka,4,Attack,3,HP,0
Haruka,5,Attack,4,HP,0
Haruka,6,Attack,6,HP,0
Haruka,7,Attack,8,HP,0
Haruka,8,Attack,10,HP,0
Haruka,9,Attack,12,HP,0
Haruka,10,Attack,14,HP,0
Haruka,11,Attack,16,HP,127
Haruka,12,Attack,18,HP,254
Haruka,13,Attack,20,HP,381
Haruka,14,Attack,22,HP,508
Haruka,15,Attack,24,HP,635
Haruka,16,Attack,27,HP,787
Haruka,17,Attack,30,HP,939
Haruka,18,Attack,33,HP,1091
Haruka,19,Attack,36,HP,1243
Haruka,20,Attack,39,HP,1395
Haruka,21,Attack,40,HP,1422
Haruka,22,Attack,41,HP,1449
Haruka,23,Attack,42,HP,1476
Haruka,24,Attack,43,HP,1503
Haruka,25,Attack,44,HP,1530
Haruka,26,Attack,45,HP,1557
Haruka,27,Attack,46,HP,1584
Haruka,28,Attack,47,HP,1611
Haruka,29,Attack,48,HP,1638
Haruka,30,Attack,49,HP,1665
Haruka,31,Attack,50,HP,1705
Haruka,32,Attack,51,HP,1745
Haruka,33,Attack,52,HP,1785
Haruka,34,Attack,53,HP,1825
Haruka,35,Attack,54,HP,1865
Haruka,36,Attack,55,HP,1905
Haruka,37,Attack,56,HP,1945
Haruka,38,Attack,57,HP,1985
Haruka,39,Attack,58,HP,2025
Haruka,40,Attack,59,HP,2065
Haruka,41,Attack,61,HP,2131
Haruka,42,Attack,63,HP,2197
Haruka,43,Attack,65,HP,2263
Haruka,44,Attack,67,HP,2329
Haruka,45,Attack,69,HP,2395
Haruka,46,Attack,71,HP,2461
Haruka,47,Attack,73,HP,2527
Haruka,48,Attack,75,HP,2593
Haruka,49,Attack,77,HP,2659
Haruka,50,Attack,79,HP,2725
Haruna,2,Attack,4,HP,0
Haruna,3,Attack,8,HP,0
Haruna,4,Attack,12,HP,0
Haruna,5,Attack,16,HP,0
Haruna,6,Attack,22,HP,0
Haruna,7,Attack,28,HP,0
Haruna,8,Attack,34,HP,0
Haruna,9,Attack,40,HP,0
Haruna,10,Attack,46,HP,0
Haruna,11,Attack,53,HP,47
Haruna,12,Attack,60,HP,94
Haruna,13,Attack,67,HP,141
Haruna,14,Attack,74,HP,188
Haruna,15,Attack,81,HP,235
Haruna,16,Attack,90,HP,292
Haruna,17,Attack,99,HP,349
Haruna,18,Attack,108,HP,406
Haruna,19,Attack,117,HP,463
Haruna,20,Attack,126,HP,520
Haruna,21,Attack,128,HP,530
Haruna,22,Attack,130,HP,540
Haruna,23,Attack,132,HP,550
Haruna,24,Attack,134,HP,560
Haruna,25,Attack,136,HP,570
Haruna,26,Attack,138,HP,580
Haruna,27,Attack,140,HP,590
Haruna,28,Attack,142,HP,600
Haruna,29,Attack,144,HP,610
Haruna,30,Attack,146,HP,620
Haruna,31,Attack,150,HP,635
Haruna,32,Attack,154,HP,650
Haruna,33,Attack,158,HP,665
Haruna,34,Attack,162,HP,680
Haruna,35,Attack,166,HP,695
Haruna,36,Attack,170,HP,710
Haruna,37,Attack,174,HP,725
Haruna,38,Attack,178,HP,740
Haruna,39,Attack,182,HP,755
Haruna,40,Attack,186,HP,770
Haruna,41,Attack,192,HP,795
Haruna,42,Attack,198,HP,820
Haruna,43,Attack,204,HP,845
Haruna,44,Attack,210,HP,870
Haruna,45,Attack,216,HP,895
Haruna,46,Attack,222,HP,920
Haruna,47,Attack,228,HP,945
Haruna,48,Attack,234,HP,970
Haruna,49,Attack,240,HP,995
Haruna,50,Attack,246,HP,1020
Hasumi,2,Attack,3,HP,0
Hasumi,3,Attack,6,HP,0
Hasumi,4,Attack,9,HP,0
Hasumi,5,Attack,12,HP,0
Hasumi,6,Attack,17,HP,0
Hasumi,7,Attack,22,HP,0
Hasumi,8,Attack,27,HP,0
Hasumi,9,Attack,32,HP,0
Hasumi,10,Attack,37,HP,0
Hasumi,11,Attack,44,HP,49
Hasumi,12,Attack,51,HP,98
Hasumi,13,Attack,58,HP,147
Hasumi,14,Attack,65,HP,196
Hasumi,15,Attack,72,HP,245
Hasumi,16,Attack,81,HP,304
Hasumi,17,Attack,90,HP,363
Hasumi,18,Attack,99,HP,422
Hasumi,19,Attack,108,HP,481
Hasumi,20,Attack,117,HP,540
